id,title,kind,synopsis,summaries,votes
120860,Dusk Till Dawn Texas Blood Money,video movie,hotel elevator elevator sudden halt corpse roof lift group next scene sexual intercourse audience aware scene film news old butt buddy prison ranger visit call old gang old team book room motel way car bat car car bar same vampire bar previous film open til dawn bar breakdown ride bartender bat bat friend vampire motel sex woman motel shower arrive bat form blood puddle door bathroom door door body lifeless bath bathroom vampire head window order unsuccessful vampire noise owner office police room somebody locked door door heist robbery gang drive bank black paper gang place sun call manager crime scene bathroom head bank security guard duty safe open safe handle vault shape cross handle coat neck uncomfortable due proximity coat handle cross vampire vampire process police arrive bank vampire bank police team bank police escape bank phone phone guard guard dead guard fine team bank roof phone hand wall money team roof team gas action bat form toilet vampire guard room lighter desk cigarette reflection computer screen money gun side group bank team bank group eclipse place bank police full blown blood bath police face-off place female police officer female vampire sheriff money car bonnet heart pipe eclipse attack eclipse sun reflection skeleton money head local,evil satanic hate::bank way rendezvous point accident little detour terror,14160
120863,The Thin Red Line,movie,film unit easy-going carefree Melanesian troop carrier company conversation clear private unenthusiastic army campaign island transport invasion deck battalion commander officer invasion importance voice-over promotion battle last chance victorious operation interior island evidence Japanese presence intercepted key Japanese position bunker housing several machine top hill full view valley force hill machine-gun fire mortar brief hill next day dawn hill gunfire bunker first battle leader platoon battle company commander bunker frontal assault cost unwilling cannon fodder stalemate front line situation time Japanese resistance opinion battle stretcher bearer company small detachment reconnaissance mission strength Japanese bunker machine bunker small detachment mission bunker operation success last Japanese island successful regard little resistance week able airfield Japanese artillery bombardment wife letter someone surprise command soft combat reassignment lawyer distrustful company patrol river indecisive st head Japanese artillery several Japanese column time unit Japanese moment bliss internal calm rifle company able dead body squad final scene new commander board island,autobiographical novel conflict second::troop carrier company th th campaign Japanese key Japanese position task hill cost next story redemption war outcome::outcome battle Japanese advance theater group young relief battle-weary fight strategically-positioned airfield control radius rifle company war form tight-knit group family war world mere survival life other::major offensive close island end campaign full division equipment last resistence number war weary power hungry desertion leader,158010
120866,Titus,movie,scene young boy lunch s-style war bomb window table invisible audience army command general center victorious war son dead life plea squabble choice new emperor brother throne late emperor son latter new emperor daughter family aid couple angry disloyal son new emperor forgiveness family postpone punishment day intention clan party next day argue sexual advantage newly-wed presence order way body pit gang rape tongue tree identity camera mouth silent scream murder letter plan overcome grief son guilty emperor hand hand emperor story false messenger own severed hand hand representation political personal agency hand power revenge army former grandson son young boy scene book story mute victim name stick mouth ground revenge madness justice sky method madness palace orgy fact few mixed-race child affair nurse baby countryside army infant baby entire plot murder rape dismemberment madness supernatural spirit feast basin blood pie mother next day feast house room chef father daughter neck horror dinner death family story new father family proper burial body wild chest-deep thirst starvation unrepentant end final shot young child sunrise,victorious war plant future turmoil family::general queen hewn dead emperor crown last ruler venal elder son brother hand daughter protest own honey-tongued vengeance maelstrom adultery racism pie irony,18705
120873,U S Marshals,movie,film closed-circuit television footage exchange place garage meeting scene truck highway car impound lot driver control truck truck several construction air side intersection arm accident police fire department arrive truck ambulance firefighter unusual discovery gun truck neighborhood group team apartment fugitive state prison street corner mascot free food truck corner construction worker part stationwagon fugitive car head building head pistol front door signal door open sledgehammer door wall infant son move baby crib shoulder shotgun shotgun whole time bay pain head butt shotgun arrest bar newscast courthouse excessive force shotgun arm cast neck brace support bill cash accident ready illegal gun possession charge due gun truck strict gun moment hospital custody interrogation room lead detective slight discrepancy name white man hair aware strict gun towin car o'clock morning handgun detective nd scene brutal double previous detective man federal arrest warrant crime scene lawyer other ploy distraction lead detective party date newscaster actuality bos arrest police brutality discipline damage control federal prison transport plane night airfield prison transport plane departure aircraft board prisoner additional floor aircraft flight uneventful Chinese mob assassin prison appeal lavatory leg toilet toilet actuality toilet trip ruse zipgun ballpoint pen roll toilet paper piece frame plaster seat zipgun aim bullet window explosive decompression prison guard plane plane dive control plane plane narrow country road plane row power line plane road hill river rest night progress,team double-murder::prisoner transport plane prisoner same time team exceptional fugitive capture own final scene jeopardy unknown::prisoner transport plane escort prisoner crack team pursuit simple fugitive situation mere criminal story incrimination suspicious same time truth step::agency Chinese intelligence mole agency agency blood murder espionage car accident prison transport airplane plane way prison police crash team other part mole hunt own investigation::planeload plane recapture clear murderer,87340
120877,Vampires,movie,professional vampire slayer team desert master vampire team victory room hooker party aware presence entire team battle name slayer surprise partner manage team bad news team portrait th century church stake heresy death vampire kind team replacement nothing milquetoast bookworm team setup anyone church few map s pattern ever-widening circle something black cross young hotel vampire telepathic link suicide ledge window arm bite sickness church next vision map list county clue body laying alongside dirt road brutal interrogation world black cross ancient relic exorcism body exorcism vampire vulnerable sun cross ritual able daytime master vampire able sun unstoppable sundown new group ground telepathic connection other master small Spanish mission mission black cross next day small town best-contructed building town jailhouse many work day winch sun sun time day other escape jeep counter restaurant deal immortality ritual transformation change blood dead jeep few gun hot barrel neck bite ceremony part ceremony ritual sacrifice crucifixion slayer moment dawn cross leg blood sun everything place restaurant ritual gun jeep stake cross winch free sun cover cross cross ceiling sunlight final scene truck order sun function slayer care bitten life soon-to-be-turned vamp vampire drive town bj kuehl,ambush entire team vengeful vampire slayer ancient relic sunlight::church group powerful doom mankind team crucifix::front revenge grown-up fanatic vampire-hunter good team professional manner night successful deletion master vampire team party name something big colleague hooker vampire greenhorn black cross sun,48143
120885,Wag the Dog,movie,movie scandal unseen nameless young girl few third party truth guilty notorious political spin doctor secret midnight meeting underground command bunker many way news scandal next day artificial war television public job hand free world brash producer several past non-existent war country public real news extra-marital glad loyalty service country all-night gathering home team creative consultant country-western singer entrepreneur war next day venture studio lot young up-and-promising actress peasant girl cat green-screen set Albanian village scene news public war next day non-existent war little world next day story war attention setback nothing start hilarious movie story secret American unit enemy missing-in-action story fellow American left team action theme song soldier sung song public war patriot fever popularity public secret tryst candidate non-existent war hero image public secret midnight meeting airport military police dangerous mental patient military same last name war hero conflict military release custody private plane thunderstorm plane off-camera rural part nothing ride tractor farmer gas station help wife gas station owner dead self defense owner setback quote nothing trio return dead war hero plane crash funeral national news rival uncredited cameo re-elected president victory job TV re-election campaign fine president election win mid stream campaign elaborate life credit successful re-election nearby secret service agent several car next morning news report home apparent heart attack press truth war funeral ironic tragicomedy movie news report violent incident unclear true event real war continuation fictional war,election spin-doctor producer join war order sex scandal::scandalous situation election president chance re-elected top producer order war president mass::president sex scandal election time war reality life death,73632
120888,The Wedding Singer,movie,year young man day big rock star small town gig toast groom eye waitress function boyfriend situation day everyone apparent despondent sister basement brother misery gig sour mood toast dour rendition song result other building doubt waitress plan friend everything limo town party fiance party anything nice guy other dance floor everyone true place window dress mirror unheard name drunk bar place next day home possible idea wife singer same day plane ticket unaware same plane little help true song,singer waitress other::s other party good spirit waitress someone clear wrong::flick suburban wedding singer altar fiancee wrong guy jerk fiance::sister basement band reception songwriter desire problem fiancee day new friend wealthy broker fit::altar prospect guy attraction lead singer rock band consolation friendship waitress bar mitzvah plan wedding interested ceremony interested money big::wedding singer altar own wedding day waitress reception hall skunk plan other happy heck show,122782
120889,What Dreams May Come,movie,physician other bond other long time idyllic life end car crash difficult mental breakdown marriage anniversary day car accident dead nobody loss advice spirit-like presence pain distraught immediate imagination man friend mentor medical residency spirit-like presence time ghost new life new existence little corner tree unbidden tree new belief afterlife sign couple soul despair fact piece version tree disintegrate real world wife woman name tag daughter area diorama life share tearful reunion unable loss husband suicide angry suicide result judgment nature nightmare afterlife pain adamant insistence tracker form soul journey son man side appearance reservation part marriage tracker field dark replica house tracker real few chance final farewell house amnesia unable suicide decrepit Unable way intent something institution nightmare nothing moment original reincarnation life film meeting young situation meeting,young chance lake snack few fall other pediatrician artist painter art dealer happy family life torn car accident nanny van life tragedy anniversary home car daily work car accident tunnel rainy night car attempt car hospital ghost house pain former mentor medical new existence dementia depression husband Unable suicide death gate travel several life danger subject mission connect own discovery true identity chance life situation own question success travel decision everything forever::true soul mate car accident friendly guardian angel afterlife dog wife spirit way::death wife wondrous anything death last straw madness suicide journeys place different misfortune help despair destiny soul rescue,93997
120890,Wild Things,movie,female wealthy popular dweller high school guidance counselor rape home time car stereo trial trial entire family generous settlement scandal money trial police suspicious nervous plan affair seaside wine bottle investigation disappearance police blood killer house confrontation fire police force incident time tropical resort room whole time boat alive blonde hair spear gun surf help poison boat shore series story plan money trial payback wealthy stepsister mother father revenge friend time correctional facility witness plot own death underage sex plot underestimated delinquency poor background anything death gun hand,detective conspiracy case high-school guidance counselor rape female::high school counselor rape manipulative rich girl trailer trash cop case conspiracy devious betrayal truth::high school counselor life sexy seductive daughter billionaire powerful elite community crush bad career community freelance lawyer court case police detective conspiracy nothing::well-respected high school guidance counselor life rich-girl trailer-trash bad-girl bring rape local police detective everything big question::High counselor popular student life case trial school information free devious plan work case scheme high nothing::decent teacher innocent student same difficult,99769
120891,Wild Wild West,movie,story man magnetic collar large blade air man man perspective man general uniform blade large emblem tarantula town half-filled water tower romantic evening beautiful woman small unit arrive wagon nitroglycerin week command man wagon become jumpy wagon rickety water tower storehouse nitro wagon driver control wagon cliff saloon saloon attention burlesque disguise room bundle man empty bedroom trumpet style hearing aid belt buckle dog hypnosis moment window floor wall next room room other way scientist authority nearby carriage scene assistant wagon nitro hill few disguise agent revolver impostor president ceiling room class real office new mission intelligence room nation top same case note despot new system existence surrender government week note week mysterious travel way head man giant blade last image image coat pocket invitation ball brief argument ball costume frontiersman ball distance upstairs personal assistant uniform costume party large papier-m ch head steam-powered wheelchair return horrible accident internal party foreign party banter racial short recent contact study nearby lake cache new weaponry room able meeting location man mural man fire other mural room several would-be ballroom woman meeting point fake room mansion giant cage dungeon dungeon way roll wagon rope rubber wagon entertainer scientist ironclad lake foreign ball lake leader iron tank water middle crowd fire warship betrayal effectiveness weapon machine gunpoint gun hidden wheelchair body thrown foreign interested technology retreat slaughtered story large armored vehicle community responsible desert place engineer due danger train foreign distraction scientist tunnel train huge hydraulic spider able train fire small rail-cart board train cable rope blade shoe man man body smokestack giant missile gas ball prisoner same wire-fenced patch ground note pocket area experimental prison political wire magnetic collar neck nearby machine giant powerful force able saw nearby crevice several magnetic toolkit water toolkit pocket entire time magnetic hike desert night desert fugitive slave boy tarantula hand desert wasp spider wasp spider spider camp magnetic high-powered magnet useful collar right railroad rail line canyon private fortress tall mechanical tarantula coal large group contraption arsenal horseback machine spike ceremony unconditional surrender nation fire cannon disguise real impostor spider woman prisoner fortress alive chain-mail vest bullet fortress foreign former territorial continent gun single-shot hidden belt buckle execution exotic girl drag tiny pistol flamethrower dress mechanical spider president incendiary -ball able regroup machine desert wasp plan mechanical bicycle gunpowder nitroglycerin contraption cliff surrender town mechanical spider fly spider sky land deck spider deal alliance engine room trap hand-to-hand several engine room wheelchair mechanical spider wheelchair floor upper deck small hydraulic mechanical floor wheelchair double-barreled pistol wheelchair shot steam giant tarantula power cliff rock edge impact front chain deep canyon yellow boy lever wheelchair end chain new government presidential protection service spider father husband spider sun,nineteenth century inventor-villain::guns-a-blazing former hero inventive disguise psychotic duo hazard-packed train journey diabolical::inventor gunfighter master-of-disguise inventor::day wild famous scientist dead devilish device inventive man last sight man nothing gun responsible bright decapitation device mastermind scenery way nation major part country personal property enough possible intervention little sudden appearance beautiful daughter::body case legless real villain everything,142672
120894,Immortality,movie,brain human mammalian reptilian psychiatrist couch horse crocodile car driver young woman notice blood nothing fianc day word diary despair front card love affair blood coast body sea time word diary disappointment vampire typical sunlight eat regular food coffin blood month favorite target young relationship museum industrial plant sort asthmatic wensohn cappucino shoppe date night date order concrete structural engineer relationship new prey news broadcast body fishing net police trail story argument relationship prime suspect train gang crucifix neck relationship vampire detective diary confident independent witty full strange little goal trust medical researcher human extreme emotional body number resentment spite malice bad temper gang show superstrength speed vampiric posse suspicious route seashore toll collector line-up toll collector someone strike personal other crucifix attacker suicide killer night bad mood huff phone tracheostomy injured man apartment first time blood body alarm time vampire blood kidney blood g resentment malice despair disappointment love perfect love perfect love knife death knife chemist love end chemist dinner roof heart blood big tear cheek hand time large stickpin hair hand roof life dinner tree branch long time silence pain blood ground agony wonderful life home bj kuehl,ideal woman::multi-talented handsome expert seducer intimacy search perfect woman strong woman different clear relationship title quote prey::suicidal subway period apartment blood body sea suspect structure engineer dark secret lover,5396
120899,My Life So Far,movie,story family family estate end point family maternal grandmother question son home career well-to-do businessman traditional route love chance opera singer family estate big family typical country gentry time minor business sphagnum medical pious man traditional speech service passion mechanical estate estate other new world harder beautiful French fiancee jazz sound devil emergency daughter show pilot book collection attic act rebellion interest guidance definition prostitution business term engagement party prostitution moss business brief affair food game husband pneumonia estate ultimate altercation wake estate aware affair family old routine morning church chaise lounge library cognac glass milk hand lit cigar other head body secret gift fit rage door,family post British estate strong disciplinarian daughter inventor year old son sister household number young woman aviator elder woman son estate French fianc everything turmoil young boy sudden interest sexual allure own non-Victorian,2660
120900,The Real Howard Spitz,movie,British director British-Canadian family comedy former private eye detective creative agent self-help author kid cow detective character success actor public single mom trip dad,cranky has-been detective novelist money eight-year-old,269
120901,Wrongfully Accused,movie,World-famous violinist concert party millionaire seductive wife possible mistress note car residence mansion unknown accomplice violent fight eye arm leg operation codename murder innocence prison transport accident scene charge fugitive mansion something portrait innocent killer anything police sister place short fleeting puzzle present party bartender great amount money interested secretary-general limb replacement clinic assassination attempt group death love assassination wife terrorist festival manage life team arrive nick time name last scene cruise bow cruise ship low bridge,murder innocent mysterious one-eyed one-armed one-legged man bus accident way::violin god superstar sex symbol sexy husband main suspect death execution site world unfortunate incident order real murderer,20971
120902,The X Files,movie,film prehistoric wordless sequence man large primal vicious alien camera work creature caveman alien death show black oil alien modern-day small-town little boy hole human skull black oil ground black head black team same fate boy summer end show fifth season other first team bomb threat building team street bomb first-floor vending machine bomb able building prevent clear viewer effort Several real-life building little boy separate job performance paranoid doctor dead bomb evidence morgue complete cellular breakdown bomb evidence explosion evidence alien virus brand-new park place hole team tanker massive cornfield large empty space floor massive swarm cornfield overhead harrowing escape return evidence help performance partner truth tender moment other bee shirt collar adverse reaction emergency help ambulance driver head undisclosed location real ambulance scene scene black hospital bullet temple Well-Manicured location weak vaccine virus driver betrayal process secret lab colleague lab surface alien ship dormant underneath life underground port sky unconscious ship overhead time hazy view gray ship gray unclear state anything testimony evidence proof whole ordeal bee investigative unit evidence hand bench cover-up entire incident crusade crop telegram telegram,government conspiracy truth alien colonization Earth::dangerous conspiracy virus extraterrestrial origin life help doctor order everyone planet::believer such child blast insane terrorist own Government::work bomb bomb building destruction building work government::paranormal activity government skeptical partner mundane such bomb detail information alien activity secret international cabal confidential information outbreak metamorphic alien activity::Thirty-seven secret cave secret discovery end humanity terrorist bomb dangerous conspiracy anything dubious assistance paranoid doctor virus extraterrestrial origin life pursuit mysterious powerful nothing safe cave secret installation secret,94479
120903,X-Men,movie,lifeform slow process few abrupt change rise special world group peace friendship ability telekinetic ability optic blast ability storm group sabre-tooth frog tongue shape-shifter human race due tragic past boy ability magnetic field mutant girl k touch skin person energy home mutant k power retractable metallic body fight truck arrive mansion facility disguise school young responsible use human society X-Men surface war humanity school boy face anti-mutant public machine radiation mutation imprisonment new accident afraid school machine train station machine bike train station station new mutant help school puddle water mutation unstable machine machine world summit nearby X-Men learn machine energy previous use point machine machine coma jet top statue fight group magnetic dead machine killer plan fair machine free fight help optic statue storm top machine time machine strength claws clean shot machine radiation hand face regenerative coma group alive attempt military base prison war X-Men,world super-powered form inevitable clash supremacist pacifist X-Men::world other home ride mutant k school young late war evil plan young::band unique power-possessing world kind guidance leader strive world radical human race::future special special new situation opposition former k peaceful machine mutation process everyone equal special group X-Men mysterious powerful aggressive mutant young::death family mutant humanity group good guise anyone way furry Canadian mutant fierce battle group X-Men time plan world::world extra twist superhuman beam force flight read atom world group world kind scientific belief uncanny X-Men,524099
120907,eXistenZ,movie,goddess gamepod single ski boot new game system everyone room new system door game company worker gamepod anxious demo demo game trance game odd-looking gun gamepod shoulder impact security gun car phone pocketknife bullet gun flesh bone scanner motel game bio-port gas station attendant illegal port pod short everyone game shotgun port useless neck drive old ski club ski boot work pod jack game reality game game gameshop owner non-player speech character pas encounter scene farm conveyor farm game lunch restaurant order special lunch nervous game reality real world vice-versa game special day gross character same real world waiter waiter traitor pool undetectable secret agency addition farm work company organization non-real such gameshop speak dead body work waiter realist farm game pod pod something wrong link pod pod farm fire ski lodge pod disease game pod disinfectant bio-port bio-port disinfectant pod port ski lodge game cashier freedom pod game battle victory reality death eXistenZ gun game murder bomb bio-port game seminar group de-briefs session proctor everyone discount next game transCendenZ part game designer real designer nervous anti-designer theme death waiter game End,game designer virtual reality creation marketing trainee game::leading game designer world new virtual reality game eXistenZ focus group fanatic assassin bizarre organic gun young marketing trainee bodyguard pod organic gaming device eXistenZ game program gameport body game game pair strange adventure reality impossible own game perspective,86322
120910,Fantasia ,movie,film sound introduction various fly space stage orchestra conductor podium first piece part tour film feature-length film format general release traditional film uneven quality film gross revenue,update original film new great classical music::update masterpiece film mixture animation music new great music abstract battle light darkness music humpback whale calf pod humorous story several musical fairy tale goofy havoc flock yo-yo tune finale classic sequence original film assistant awesome tale life death renewal sequence composition,31630
120912,Men in Black II,movie,torch neuralizer video able existence quasi-government agency secret order safe story planet order evil mass bring treasure cosmic force powerful wrong annihilation princess choice destruction space ship tall metal ice cream drumstick act galactic bravery planet planet way reenactment secret society space ship space dog sky dog owner ship legs protrude ship bottom tiny creature ground dog ship few tall creature strange mouthless serpent head dog serpent ground magazine ad female model black head wide full-sized replica model magazine rapist leather grab knife good bush view man visible bush stomach ad bush rapist slim clothing partner sidewalk book time flower flower rebuke arrangement inorganic matter flower worm boy giant worm air head partner new kind stupid ground hole tail ground fruit first hole subway tunnel head head metal tranquilizer metal hand head station train pas watch pas other direction nothing abnormal hypo ready window subway car card forward car bug electrical system request electrical system cue bite subway car scream car -foot worm subway car motorman hammer train subway car control console subway car blaster mouth metal ground subway car st arrival neuralizer actual emergency ignorant request next car neuralizer new energy efficient motorman clean crew movement station check expiration date unipod worm tranquilizer station station drill indignant welcome bench book last universe much conversation two-headed humanoid alien place night town other head tentacle twin backpack stupid woman bar pick-up line serpent message guy pizza parlor pie saucer roof scene action planet hero wrong organization anyone neuralizer bunch waitress buddy kind shy hot waitress other bos plaque wall case basement parlor air information anything phone robbery door open dense door counter door open universe peek counter deep alien voice rd planet home tentacle rubber-like suit floor dead information idiot third planet pizza floor counter guard home partner various dead passport control giant many Several jack office work gym pizza parlor report diner morgue partner garage black suit suit car remote black man automatic pilot wheel street head window song car song good cop bad cop routine parlor phosphorous residue wall floor analysis joke floor percent body witness name napkin pizza slice torch star sky agent own kitchen agent everything skin protoplasma polymer similar material baseball card gum pie OK hour man entire life front woman two-headed guy cannoli everything OK member secret organization activity alien neuralizer everything way hard bicycle bell window tandem bicycle clothing bike neuralizer flashy thing other time car song radio car girl witness crime advice park area important everyone new partner agent tent spaceship communicator cross videophone space ship witness perps sense care long time bad news planet sure ship park positive agent agent dead dead existence knowledge memory cool great agent mentor small town car post office former postmaster two-day air funeral home slick former agent top-secret organization situation help free mental health clinic customer girl girl line coma office postal breach area full wipe nonessential civilian site communicator alien language man alien language other stop work conversation disbelief other reason comfortable everybody alien mail-sorting machine eight-armed alien machinery song alien cigarette alien cigarette mouth mail wife white tiger room act nothing special wife nose ride TV car ride dog guard guard main bay device greet legend agent history human universe flesh coffee coffee request flock treaty good work position alien Affirmative program trouble motto rain sleet snow deneuralization new assistant dental coverage bad tech unit universe blue globe stand finger globe globe miniature planet full tiny finger sky finger anything armory favorite same weapon last suit suit room white deneuralizer ceiling hole middle floor operation few transverse magneto energy brain unlocking information deep dormant key survival thing room deneuralizer wait agent name planet origin system agent cabbage agent reason visit education underwear model bra agent faint help Other big screen TV agent alarm female voice system alarm dead corner rest alarm breach deneuralizer water park loud noise blue liquid room overhead view room giant toilet bowl complete seat deneuralizer water drain hole clear metal capsule open water agent world car curb button automatic pilot standard dude little planet right mammary surveillance computer communicator hot-looking biker chick touch civilian memory old photo coat pocket half picture right deneuralizer official few sale eBay pawnshop night good nose neutral way deneuralizer stare head head fission carbonizer head deneuralizer alien scum universe get guy funny chin scarf guy bald guy pointy nose face tall alien deneuralizer safety tube mouth irrelevant deneuralizer motor deneuralizer hot air exhaust head strobe light face large fan chair chair key keyboard ball ramp deneuralizer chair alarm deneuralizer power few power deneuralizer chair seat floor head head head last time friend anything goodbye software deneuralizer brain friendship loyalty trust respect head replacement alien face ceiling floor ignorance alien grabs face mask alien lumpy face crap dog poop-covered head other alien crap alien head tandem homeless man cart crab-like creature blanket mail carrier tail cockroach ground roach truth good other advice guy eye alien face ceiling last thug metallic clank Ball-Chinnean scarf memory partner information driver side car car old car new hotness remote air floor same thing chair cell phone planet phone head lamp face several nothing floor tentacle face tentacle dead move way headquarters ready long time game rookie attitude stressful work environment stressful work environment trap scene crime pizza witness pizza tray face last night crime photo large fish fish picture photo something wall green key key wall direction room key photo wall astronaut procedure head disappointment pizza pizza stacker pizza slice arrow camera photo key steel cabinet anchovy virgin olive oil key deneuralizer important deneuralizer place large low ceiling head suspension duty-free shop car double-parked important stuff enthusiastic communicator case jacuzzi safe asleep game plan memory photo old suit key key locker clue right coffee locker indignant locker tiny tiny town town full ordinary miniature department store name anything timekeeper watch watch clock tower watch clock tower locker tablet tablet tablet mayor alien word peace world pas kind tablet business card mayor future adult entertainment section rush fun nasty locker card watch midnight hour ridiculous couple fission sense card clerk business frequent flier clerk hard lobster dinner dollar video boyfriend manager bathroom paranoid ozone black market spacecraft speed light midnight steel cylindrical trash special job bedroom mother baby mother mini pizza videotape hard evidence anal probing tape video work video stare video night scene black-and-white flashback way wise please light end world protection light jeopardy choice neutral neutral watch spaceship own spaceship hand bracelet present video secret society video planet mother neuralizer lobster dinner dollar mom house such shovel mother communicator bracelet bracelet same flashback triangle shape way lockdown way worm voice love same danger place dumb two-headed guy bracelet chase bracelet wig-splitting man wife daughter TV apartment few control wall living room full nice place wall family spaceship machinery room spaceship female voice ship ready weapon hole building hot dog umbrella hole guard calmly hot dog suit time lady hell elevator main bay rotary machine elevator full ceiling launch pad roof bracelet departure point cover fire other elevator roof elevator ceiling power launch pad spaceship elevator elevator grenade spaceship way cloak large ship head metal blaster chance little man tentacle tongue female voice fine scrap pipe small wall small large clear passageway power large charge other collide room small machine large control large small time female voice countdown fight air insignificant speck time complete total annihilation mushy last chance large weapon flight floor control room button power car bracelet car tiny creature hard everyone charm bracelet something small departure point departure point bracelet nuclear life car spaceship red button shift car rocket car car speed handle-type wheel similar game console navigational stalk navigational stalk car fall ceiling car several car seat seat martini computer ship car communication damn partner Remoolian automatic pilot front speed automatic pilot wheel mother mid flight subway subway place straight car last second open mouth spaceship automatic pilot front rooftop tall building car normal time incredulous planet somebody else part-time post office triangular-shaped skylight triangle shape bracelet napkin leader spirit power planet time time star world sad sad sad star bright beam large egg-shaped object roof transport pod car other fair destiny skylight mood subway giant serpent transport pod front blaster fine time destiny beautiful mother transport many transport pod sky star giant face visible front large car trunk transport pod giant several outside day nice weather channel city transport pod star light daughter father mess trunk elevator event cool plan watch torch giant neuralizer jealous watch locker room girl girlfriend shower shiva advice fine locker tiny town locker locker perspective locker world place black door rookie door open giant room full door door locker alien type closing,help memory::last line defense sinister seductress challenge untarnished mission statement earth scum universe alien-seeking intergalactic disaster epic race clock memory time person expertise galaxy-to reunite earth destruction::race treasure source awesome power mandate present day light problem memory deneuralizer memory problem light light::retirement neuralyzation mysterious death harmless alien help unstable new partner meantime shape-shifting double-headed minion search enigmatic other choice neuralyzation invaluable help conundrum time seductive powerless human leverage manage earth::alien-seeking intergalactic disaster epic civilian life unofficial government agency earth crime diabolical plot evil monster sexy lingerie model race clock memory time agency person alive expertise galaxy::black scum-fighting planet mission world total intergalactic disaster renegade monster lingerie model survival human race call busy siege time help hard-living sexy alien butt,305339
120913,Titan A E ,movie,year deep space travel interaction alien commonplace humanity passage time new discovery electricity atom history profound scientific advance mankind role universe testament strength imagination marvel unnoticed alien race energy human race threat armada mankind last chance dominant force galaxy year-old last invention hydro-powered console small creek father son nearby base evacuation space care family guardian gold pleas friend hangar evacuation pod huge mothership civilian ship large spherical ship hyperdrive outer space safe distance mothership planet shot massive energy blast salvage yard asteroid belt human population spread galaxy few race other alien extinction line scooter check-out point hangar entrance ship bow ship briefly glimpse beautiful young female pilot pilot com-link message captain time schedule fellow alien distaste line-jumping stunt lesson newly-arrived ship mankind last salvation friend father galley pilot time limit few old astonishment reason pen minute code lining finger holographic map palm hand father thence map able human race something new planet home moment galley artificial gravity generator cook escape hatch warehouse construction vehicle hot pursuit escape vehicle dock space windshield vehicle fire extinguisher hold ship first mate rest specialist eccentric astronomer map palm planet home ancient race ship boat hydrogen-pod temple silent bat-like fire lead pantomime palm planet prominent star sky arrow map distant hidden planet group group post struggle airborne hydrogen chaos boat ship tractor beam outer space mothership use space pod palm complete copy map hidden confinement able location prison block nearby planet slave trader subordinate guard higher-than-average intelligence force way cell unconscious ground board mothership energy main hangar ship space party able crew heart-to-heart tract space test band nebular matter crew stop human drifter colony ship ship few holographic link responsibility agreement necessary destruction deal assurance own survival hefty bounty human race extinction ship process old woman rest young girl brother little imagination place old ship colony help other able-bodied able old center thick ice tricky navigation steady course reflective surface ice illusion full thrust ever-shifting ice path center ice pack place hatch dock way library genetic information plant life alternate entrance pair suspicious right com-link message watch countdown watch rubble unharmed brief nap way main console center ship old invention message image ship power new planet escape ship auxiliary power initiation process power shot message gun head separate deal everyone imminent arrival neck edge platform able piece main platform wire main console moment alert exterior way pure energy able energy internal power system circuit choice fire circuit injured order circuit nap gun process main console ship mothership blast energy energy center ice center core gravity new planet ice vast seas new planet planet victorious sweep word new home flock aka,young man hidden ship enemy alien order survival humanity::destroy fear project mysterious spacecraft inventor spacecraft captain pilot youthful son dead scientist explain mechanism humanity killer foe humanity nature,55807
120915,Star Wars Episode I - The Phantom Menace,movie,crawl planet galactic trade dispute apprentice secret mission crisis league mysterious immense droid army attempt way command center escape flee surface local underwater settlement leader mind trick submarine use capital rescue escort group capital planet help ship blockade ship attack ship hyperdrive party desert planet handmaiden young nine-year-old human slave strong presence individual prophecy balance insistence bid master several rival racer race freedom hesitation mother droid group mysterious well-trained attacker reappearance order dark side boy old training fear anger future vote confidence vote power nomination position effective invasion security team alliance battle battle capital palace palace free several ship way throne room infiltration team alternate route duel massive power-generating reactor core briefly way palace capture space droid-control ship reactor proton droid army midst reactor intense battle final breath aftermath victory career great interest level request funeral time master apprentice uncertain large celebration world liberation newborn alliance,hostile blockade young boy balance long dormant resurface old glory::peaceful world everything new friend head safe young boy curious boy bright future group way trade dispute someone special young boy::blockade planet end blockade evil escape life outcast native city leader transportation capital invasion queen court spacecraft blockade desert planet town droid queen assistant necessary part spacecraft component money race pod necessary money boy boy race capable planet::evil peaceful planet warrior apprentice embark amazing adventure planet journey young powerful travel faraway futile attempt world leader lightsaber::imminent conflict powerful peaceful planet apprentice travel galactic fallout planet court desert planet help war invasion master invasion phantom::distant galaxy gestation planet technology science evolution many galactic capital world planet planetary city order order near-super power self-generated energy dissident alliance dispute peaceful world youthful apprentice end dispute alien viceroy escape invasion help well-meaning subliterate alien native land ruler ruler rule mixture republican democracy baseship distant planet journey young boy gift dangerous sport gift part genetic makeup perfect process attention dramatic secret endless pointless debate choice own task difficult traitor command dissident warrior death,639255
120917,The Emperor's New Groove,movie,rich day unable suitable bride regiment staff advisor throne position due age rage assistant head nearby village model village sun opinion man large structure top model next day celebration entire village new summer home thing apparent heir throne secret lab potion dinner dinner wrong potion unable bag cart village unable family destruction home bag llama palace summer home place nearby jungle gang rescue palace control kingdom slip,llama ex-administrator throne help llama herder::animated comedy vain cocky busy man suspicious administrator new waterpark birthday kingdom plan throne assassination courtesy right-hand man property llama herder home ground water park llama true self problem throne water park::narcissistic ruler ancient empire attitude problem devious advisor llama attempt local farmer human,155889
